player;nacionalidad;position;equipo;edad;nacimiento;partidos_jugados;titular;minutes_played;noventas_jugados;goles;asistencias;goles_mas_asist;goles_sin_penal;penales_convertidos;penales_intentados;amarillas;rojas;goles_asist_sin_penal_p90;tiros;tiros_al_arco;pct_tiros_al_arco;tiros_p90;tiros_arco_p90;goles_por_tiro;goles_por_tiro_al_arco;goles_recibidos;goles_recibidos_p90;tiros_al_arco_recibidos;atajadas;pct_atajadas;partidos_ganados_gk;empatados_gk;perdidos_gk;vallas_invictas;pct_vallas_invictas;penales_recibidos_gk;penales_atajados;penales_errados_rival;doble_amarilla;faltas_cometidas;faltas_recibidas;offsides;centros;intercepciones;entradas_ganadas;penales_ganados;penales_concedidos;goles_en_contra;goles_p90;asistencias_p90;tiros_p90_calc;intercepciones_p90;entradas_p90;centros_p90;faltas_p90
Milton Céliz;ar ARG;MF;Dep. Riestra;34-023;1992,0;5;5;450;5,0;1;0;1;0;1;1;2;0;0,0;16;7;43,8;3,2;1,4;0,06;0,13;;;;;;;;;;;;;;0;13;12;0;10;2;8;;;0;0,2;0,0;3,2;0,4;1,6;2,0;2,6
Milton Delgado;ar ARG;MF;Boca Juniors;21-062;2005,0;19;14;1248;13,9;0;1;1;0;0;0;4;0;0,07;7;1;14,3;0,5;0,07;0,0;0,0;;;;;;;;;;;;;;0;26;17;0;2;15;25;;;0;0,0;0,072;0,504;1,079;1,799;0,144;1,871
Milton Giménez;ar ARG;FW;Boca Juniors;30-005;1996,0;7;3;250;2,8;3;0;3;2;1;1;1;0;0,72;11;5;45,5;3,96;1,8;0,25;0,5;;;;;;;;;;;;;;0;5;3;4;0;1;2;;;0;1,071;0,0;3,929;0,357;0,714;0,0;1,786
Milton Valenzuela;ar ARG;DF;Independiente;28-004;1998,0;6;3;303;3,4;0;0;0;0;0;0;2;0;0,0;4;1;25,0;1,19;0,3;0,0;0,0;;;;;;;;;;;;;;0;7;2;1;5;3;3;;;0;0,0;0,0;1,176;0,882;0,882;1,471;2,059
Misael Aguirre;ar ARG;FWMF;Unión;18-292;2007,0;14;4;501;5,6;0;0;0;0;0;0;0;0;0,0;14;3;21,4;2,51;0,54;0,0;0,0;;;;;;;;;;;;;;0;8;1;3;14;2;1;;;0;0,0;0,0;2,5;0,357;0,179;2,5;1,429
Máximo Cabrera;ar ARG;GK;Gimnasia–LP;19-355;2006,0;1;1;90;1,0;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;1,0;1,0;2,0;1,0;50,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Máximo Jonás Cabrera;ar ARG;MF;Defensa;17-318;2008,0;1;0;7;0,1;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Máximo Palazzo;ar ARG;DF;Huracán;21-072;2005,0;11;10;867;9,6;0;0;0;0;0;0;1;0;0,0;2;1;50,0;0,21;0,1;0,0;0,0;;;;;;;;;;;;;;0;11;3;0;9;7;10;;;0;0,0;0,0;0,208;0,729;1,042;0,938;1,146
Máximo Rodríguez;ar ARG;DF;Defensa;21-193;2005,0;3;3;211;2,3;0;0;0;0;0;0;0;0;0,0;1;0;0,0;0,43;0,0;0,0;;;;;;;;;;;;;;;0;1;1;0;6;4;1;;;0;0,0;0,0;0,435;1,739;0,435;2,609;0,435
Nahuel Banegas;ar ARG;DF;Tigre;29-315;1996,0;8;6;542;6,0;0;0;0;0;0;0;1;0;0,0;5;2;40,0;0,83;0,33;0,0;0,0;;;;;;;;;;;;;;0;9;9;3;17;6;12;;;0;0,0;0,0;0,833;1,0;2,0;2,833;1,5
Nahuel Barboza;ar ARG;MF;Gimnasia–M;26-335;1999,0;12;5;607;6,7;0;0;0;0;0;0;2;0;0,0;1;0;0,0;0,15;0,0;0,0;;;;;;;;;;;;;;;0;13;8;0;0;11;8;;;0;0,0;0,0;0,149;1,642;1,194;0,0;1,94
Nahuel Barrios;ar ARG;MF;CA San Lorenzo;28-102;1998,0;9;2;326;3,6;0;1;1;0;0;0;1;0;0,28;4;1;25,0;1,1;0,28;0,0;0,0;;;;;;;;;;;;;;0;4;14;0;14;1;5;;;0;0,0;0,278;1,111;0,278;1,389;3,889;1,111
Nahuel Losada;ar ARG;GK;Lanús;33-122;1993,0;18;18;1620;18,0;0;0;0;0;0;0;4;0;0,0;0;0;;0,0;0,0;;;17,0;0,94;73,0;56,0;76,7;8,0;4,0;6,0;8,0;44,4;3,0;0,0;0,0;0;2;2;0;0;1;0;;;0;0,0;0,0;0,0;0,056;0,0;0,0;0,111
Natanael Guzmán;ar ARG;FWMF;Aldosivi;27-006;1999,0;12;5;433;4,8;0;0;0;0;0;0;0;0;0,0;6;3;50,0;1,25;0,62;0,0;0,0;;;;;;;;;;;;;;0;5;4;0;29;3;7;;;0;0,0;0,0;1,25;0,625;1,458;6,042;1,042
Nazareno Colombo;ar ARG;DF;Racing Club;27-150;1999,0;12;8;675;7,5;1;0;1;1;0;0;3;0;0,13;8;1;12,5;1,07;0,13;0,13;1,0;;;;;;;;;;;;;;0;10;8;0;3;6;7;;;0;0,133;0,0;1,067;0,8;0,933;0,4;1,333
Nazareno Roselli;ar ARG;MF;Defensa;20-008;2006,0;3;0;13;0,1;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Nehuén Paz;ar ARG;DF;Huracán;33-111;1993,0;4;4;293;3,3;0;0;0;0;0;0;1;0;0,0;6;2;33,3;1,84;0,61;0,0;0,0;;;;;;;;;;;;;;0;1;1;0;1;2;1;;;0;0,0;0,0;1,818;0,606;0,303;0,303;0,303
Nelson Insfrán;ar ARG;GK;Gimnasia–LP;31-085;1995,0;19;19;1647;18,3;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;21,0;1,15;72,0;51,0;70,8;11,0;2,0;6,0;7,0;36,8;1,0;0,0;0,0;0;0;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Neyder Moreno;co COL;MF;Banfield;29-189;1997,0;9;2;244;2,7;1;0;1;1;0;0;1;0;0,37;11;5;45,5;4,06;1,84;0,09;0,2;;;;;;;;;;;;;;0;6;3;0;9;2;5;;;0;0,37;0,0;4,074;0,741;1,852;3,333;2,222
Nicolas Schelotto;ar ARG;MF;Gimnasia–LP;19-329;2006,0;19;18;1301;14,5;3;3;6;3;0;0;5;0;0,42;18;9;50,0;1,25;0,62;0,17;0,33;;;;;;;;;;;;;;0;17;28;1;103;14;22;;;0;0,207;0,207;1,241;0,966;1,517;7,103;1,172
Nicolás Benegas;ar ARG;FW;Dep. Riestra;30-169;1996,0;14;5;553;6,1;1;0;1;1;0;0;5;0;0,16;20;9;45,0;3,25;1,46;0,05;0,11;;;;;;;;;;;;;;0;23;6;4;2;2;4;;;0;0,164;0,0;3,279;0,328;0,656;0,328;3,77
Nicolás Blanco;ar ARG;DF;CA San Lorenzo;19-129;2007,0;2;2;152;1,7;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;1;2;0;4;1;1;;;0;0,0;0,0;0,0;0,588;0,588;2,353;0,588
Nicolás Bolcato;ar ARG;GK;Ind. Rivadavia;22-103;2004,0;19;18;1697;18,9;0;0;0;0;0;0;1;0;0,0;0;0;;0,0;0,0;;;17,0;0,9;63,0;46,0;73,0;11,0;4,0;3,0;5,0;27,8;1,0;0,0;0,0;0;0;5;0;0;1;0;;;0;0,0;0,0;0,0;0,053;0,0;0,0;0,0
Nicolás Capraro;ar ARG;DF;Barracas Central;28-167;1998,0;15;11;1044;11,6;0;0;0;0;0;0;2;0;0,0;3;2;66,7;0,26;0,17;0,0;0,0;;;;;;;;;;;;;;0;17;5;0;5;17;14;;;0;0,0;0,0;0,259;1,466;1,207;0,431;1,466
Nicolás Colazo;ar ARG;MF;Banfield;36-040;1990,0;3;2;99;1,1;0;0;0;0;0;0;0;0;0,0;1;0;0,0;0,91;0,0;0,0;;;;;;;;;;;;;;;0;0;1;0;7;0;2;;;0;0,0;0,0;0,909;0,0;1,818;6,364;0,0
Nicolás Cordero;ar ARG;FW;Aldosivi;27-128;1999,0;17;12;1076;12,0;2;0;2;2;0;0;0;0;0,17;30;9;30,0;2,51;0,75;0,07;0,22;;;;;;;;;;;;;;0;24;11;6;5;3;9;;;0;0,167;0,0;2,5;0,25;0,75;0,417;2,0
Nicolás Demartini;ar ARG;DF;Barracas Central;26-286;1999,0;14;14;1235;13,7;0;1;1;0;0;0;2;0;0,07;2;1;50,0;0,15;0,07;0,0;0,0;;;;;;;;;;;;;;0;22;4;0;2;18;17;;;1;0,0;0,073;0,146;1,314;1,241;0,146;1,606
Nicolás Dubersarsky;ar ARG;MF;Tigre;21-239;2004,0;1;0;6;0,1;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Nicolás Fernández;ar ARG;FW;Belgrano;30-190;1996,0;19;14;1025;11,4;2;4;6;2;0;1;1;0;0,53;34;15;44,1;2,99;1,32;0,06;0,13;;;;;;;;;;;;;;0;7;8;3;1;0;7;;;0;0,175;0,351;2,982;0,0;0,614;0,088;0,614
Nicolás Freire;ar ARG;DF;Independiente;32-180;1994,0;2;0;19;0,2;0;0;0;0;0;0;0;0;0,0;2;1;50,0;9,47;4,74;0,0;0,0;;;;;;;;;;;;;;0;1;0;0;2;1;0;;;0;0,0;0,0;10,0;5,0;0,0;10,0;5,0
Nicolás Gaitán;ar ARG;MF;Aldosivi;38-175;1988,0;3;1;121;1,3;1;0;1;1;0;0;0;0;0,74;4;1;25,0;2,98;0,74;0,25;1,0;;;;;;;;;;;;;;0;2;2;0;5;1;1;;;0;0,769;0,0;3,077;0,769;0,769;3,846;1,538
Nicolás Guerra;cl CHI;FWMF;Instituto;27-220;1999,0;16;5;525;5,8;1;0;1;1;0;0;4;0;0,17;18;4;22,2;3,09;0,69;0,06;0,25;;;;;;;;;;;;;;0;21;7;2;2;2;2;;;0;0,172;0,0;3,103;0,345;0,345;0,345;3,621
Nicolás Laméndola;ar ARG;MFFW;Atlé Tucumán;27-248;1998,0;18;15;1325;14,7;1;0;1;1;0;0;4;0;0,07;16;5;31,3;1,09;0,34;0,06;0,2;;;;;;;;;;;;;;0;23;24;3;86;8;22;;;0;0,068;0,0;1,088;0,544;1,497;5,85;1,565
Nicolás Linares;ar ARG;MF;Aldosivi;30-164;1996,0;1;1;61;0,7;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;3;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;4,286
Nicolás Linares;ar ARG;MF;Gimnasia–M;30-164;1996,0;8;8;652;7,2;0;0;0;0;0;0;2;0;0,0;3;2;66,7;0,41;0,28;0,0;0,0;;;;;;;;;;;;;;0;13;2;0;4;11;7;;;0;0,0;0,0;0,417;1,528;0,972;0,556;1,806
Nicolás López;uy URU;FWMF;Platense;32-320;1993,0;3;0;77;0,9;0;0;0;0;0;0;1;0;0,0;7;4;57,1;8,18;4,68;0,0;0,0;;;;;;;;;;;;;;0;1;1;1;5;0;0;;;0;0,0;0,0;7,778;0,0;0,0;5,556;1,111
Nicolás Meriano;ar ARG;DF;Banfield;25-281;2000,0;17;14;1249;13,9;0;0;0;0;0;0;4;2;0,0;7;1;14,3;0,5;0,07;0,0;0,0;;;;;;;;;;;;;;1;11;4;1;1;33;11;;;0;0,0;0,0;0,504;2,374;0,791;0,072;0,791
Nicolás Morgantini;ar ARG;DF;Lanús;31-340;1994,0;3;2;225;2,5;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;5;2;0;5;3;2;;;0;0,0;0,0;0,0;1,2;0,8;2,0;2,0
Nicolás Omar Goitea;ar ARG;DF;Newell's;29-067;1997,0;12;11;1035;11,5;0;0;0;0;0;0;1;0;0,0;2;0;0,0;0,17;0,0;0,0;;;;;;;;;;;;;;;0;6;5;1;0;6;8;;;0;0,0;0,0;0,174;0,522;0,696;0,0;0,522
Nicolás Oróz;ar ARG;MF;Arg Juniors;32-138;1994,0;20;18;1436;16,0;2;2;4;1;1;1;1;0;0,19;13;6;46,2;0,81;0,38;0,14;0,29;;;;;;;;;;;;;;0;12;10;0;43;17;18;;;0;0,125;0,125;0,812;1,062;1,125;2,688;0,75
Nicolás Otamendi;ar ARG;DF;River Plate;38-186;1988,0;5;5;450;5,0;0;0;0;0;0;0;1;0;0,0;6;1;16,7;1,2;0,2;0,0;0,0;;;;;;;;;;;;;;0;7;5;0;2;5;5;;;1;0,0;0,0;1,2;1,0;1,0;0,4;1,4
Nicolás Palavecino;ar ARG;FW;Unión;23-141;2003,0;7;1;202;2,2;0;1;1;0;0;0;0;0;0,45;12;3;25,0;5,35;1,34;0,0;0,0;;;;;;;;;;;;;;0;4;4;0;7;1;1;;;0;0,0;0,455;5,455;0,455;0,455;3,182;1,818
Nicolás Pasquini;ar ARG;DFMF;Sarmiento–J;35-227;1991,0;6;5;438;4,9;1;0;1;1;0;0;0;0;0,21;2;1;50,0;0,41;0,21;0,5;1,0;;;;;;;;;;;;;;0;1;0;0;11;1;2;;;0;0,204;0,0;0,408;0,204;0,408;2,245;0,204
Nicolás Paz;ar ARG;DF;Unión;23-305;2002,0;1;1;65;0,7;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;0;0;1;1;1;;;0;0,0;0,0;0,0;1,429;1,429;1,429;0,0
Nicolás Romano;ar ARG;FW;Gimnasia–M;26-285;1999,0;1;0;22;0,2;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;;;0;0,0;0,0;0,0;0,0;5,0;0,0;0,0
Nicolás Sansotre;ar ARG;DFMF;Dep. Riestra;32-343;1993,0;18;18;1574;17,5;0;1;1;0;0;0;1;0;0,06;5;1;20,0;0,29;0,06;0,0;0,0;;;;;;;;;;;;;;0;13;2;1;25;15;15;;;0;0,0;0,057;0,286;0,857;0,857;1,429;0,743
Nicolás Talpone;ar ARG;MF;Estudiantes–RC;30-130;1996,0;18;11;1014;11,3;0;0;0;0;0;0;1;0;0,0;17;4;23,5;1,51;0,36;0,0;0,0;;;;;;;;;;;;;;0;12;15;0;33;7;13;;;0;0,0;0,0;1,504;0,619;1,15;2,92;1,062
Nicolás Tripichio;ar ARG;MF;CA San Lorenzo;30-224;1996,0;20;20;1738;19,3;0;0;0;0;0;0;6;0;0,0;22;5;22,7;1,14;0,26;0,0;0,0;;;;;;;;;;;;;;0;30;32;1;22;36;33;;;0;0,0;0,0;1,14;1,865;1,71;1,14;1,554
Nicolás Zalazar;ar ARG;DF;Aldosivi;29-200;1997,0;18;18;1602;17,8;0;1;1;0;0;0;2;1;0,06;15;3;20,0;0,84;0,17;0,0;0,0;;;;;;;;;;;;;;1;16;12;0;11;24;27;;;1;0,0;0,056;0,843;1,348;1,517;0,618;0,899
Nicólas Watson;ar ARG;MFDF;Dep. Riestra;28-087;1998,0;17;9;896;10,0;0;1;1;0;0;0;5;0;0,1;2;1;50,0;0,2;0,1;0,0;0,0;;;;;;;;;;;;;;0;27;29;0;21;10;23;;;0;0,0;0,1;0,2;1,0;2,3;2,1;2,7
Norberto Briasco;am ARM;FWMF;Barracas Central;30-169;1996,0;12;7;595;6,6;1;0;1;1;0;0;3;0;0,15;16;6;37,5;2,42;0,91;0,06;0,17;;;;;;;;;;;;;;0;20;12;3;8;4;8;;;0;0,152;0,0;2,424;0,606;1,212;1,212;3,03
Nsumoh Kalu;sk SVK;FW;Dep. Riestra;25-064;2001,0;1;0;18;0,2;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;1;0;6;0;0;;;0;0,0;0,0;0,0;0,0;0,0;30,0;0,0
Néstor Breitenbruch;ar ARG;DF;Aldosivi;30-338;1995,0;5;5;450;5,0;0;0;0;0;0;0;0;0;0,0;2;0;0,0;0,4;0,0;0,0;;;;;;;;;;;;;;;0;3;1;0;2;4;9;;;0;0,0;0,0;0,4;0,8;1,8;0,4;0,6
Orlando Gill;py PAR;GK;CA San Lorenzo;26-067;2000,0;18;18;1591;17,7;0;0;0;0;0;0;1;1;0,0;0;0;;0,0;0,0;;;15,0;0,85;86,0;70,0;82,6;6,0;6,0;6,0;10,0;55,6;1,0;0,0;0,0;0;0;3;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Oscar Arias;ar ARG;DF;CA San Lorenzo;21-227;2005,0;1;1;52;0,6;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;1;0;0;0;2;;;0;0,0;0,0;0,0;0,0;3,333;0,0;0,0
Oscar Cortés;co COL;MFFW;Huracán;22-257;2003,0;19;18;1420;15,8;2;4;6;2;0;0;3;0;0,38;30;11;36,7;1,9;0,7;0,07;0,18;;;;;;;;;;;;;;0;14;6;4;59;8;12;;;0;0,127;0,253;1,899;0,506;0,759;3,734;0,886
Oscar Salomón;ar ARG;DF;Newell's;27-148;1999,0;8;7;511;5,7;2;0;2;2;0;0;2;0;0,35;8;5;62,5;1,41;0,88;0,25;0,4;;;;;;;;;;;;;;0;6;7;0;2;8;6;;;0;0,351;0,0;1,404;1,404;1,053;0,351;1,053
Pablo Aguiar;ar ARG;MF;Gimnasia–LP;20-152;2006,0;5;2;148;1,6;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;4;1;0;1;0;2;;;0;0,0;0,0;0,0;0,0;1,25;0,625;2,5
Pablo Ferreira;ar ARG;MF;Platense;21-298;2004,0;8;6;526;5,8;0;0;0;0;0;0;0;0;0,0;6;0;0,0;1,03;0,0;0,0;;;;;;;;;;;;;;;0;9;4;0;2;11;11;;;0;0,0;0,0;1,034;1,897;1,897;0,345;1,552
Pablo Magnín;ar ARG;FW;Sarmiento–J;36-114;1990,0;8;5;346;3,8;1;1;2;1;0;0;0;0;0,52;4;2;50,0;1,04;0,52;0,25;0,5;;;;;;;;;;;;;;0;3;6;4;1;1;4;;;0;0,263;0,263;1,053;0,263;1,053;0,263;0,789
Pablo Monje;ar ARG;MF;Dep. Riestra;29-192;1997,0;20;16;1330;14,8;0;0;0;0;0;0;1;0;0,0;5;0;0,0;0,34;0,0;0,0;;;;;;;;;;;;;;;0;13;4;3;73;19;10;;;0;0,0;0,0;0,338;1,284;0,676;4,932;0,878
Paulo Díaz;cl CHI;DF;River Plate;31-357;1994,0;5;2;197;2,2;0;0;0;0;0;0;1;0;0,0;1;0;0,0;0,46;0,0;0,0;;;;;;;;;;;;;;;0;2;1;0;0;7;1;;;0;0,0;0,0;0,455;3,182;0,455;0,0;0,909
Pedro Ojeda;ar ARG;MF;Huracán;28-285;1997,0;16;15;1243;13,8;0;2;2;0;0;0;2;0;0,14;8;2;25,0;0,58;0,14;0,0;0,0;;;;;;;;;;;;;;0;8;5;1;11;14;17;;;0;0,0;0,145;0,58;1,014;1,232;0,797;0,58
Pedro Ramírez;ar ARG;DFMF;Dep. Riestra;26-135;2000,0;13;13;1050;11,7;1;0;1;1;0;0;2;0;0,09;15;3;20,0;1,29;0,26;0,07;0,33;;;;;;;;;;;;;;0;15;9;0;27;11;17;;;0;0,085;0,0;1,282;0,94;1,453;2,308;1,282
Pedro Silva Torrejón;ar ARG;DF;Gimnasia–LP;29-204;1997,0;21;21;1824;20,3;0;3;3;0;0;0;1;0;0,15;14;4;28,6;0,69;0,2;0,0;0,0;;;;;;;;;;;;;;0;7;25;4;55;26;24;;;0;0,0;0,148;0,69;1,281;1,182;2,709;0,345
Pity Martínez;ar ARG;MFFW;Tigre;33-065;1993,0;15;7;509;5,7;3;1;4;3;0;0;1;0;0,71;26;12;46,2;4,6;2,12;0,12;0,25;;;;;;;;;;;;;;0;6;34;2;34;0;6;;;0;0,526;0,175;4,561;0,0;1,053;5,965;1,053
Pocho Román;it ITA;FW;Atlé Tucumán;22-188;2004,0;1;0;7;0,1;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;;;0;0,0;0,0;0,0;0,0;0,0;10,0;0,0
Pol Fernández;ar ARG;MF;Rosario Central;34-310;1991,0;11;5;451;5,0;0;1;1;0;0;0;2;0;0,2;3;1;33,3;0,6;0,2;0,0;0,0;;;;;;;;;;;;;;0;3;5;0;5;8;6;;;0;0,0;0,2;0,6;1,6;1,2;1,0;0,6
Rafael Barrios;ar ARG;DFMF;Barracas Central;33-086;1993,0;14;12;926;10,3;0;0;0;0;0;0;2;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;21;8;1;32;16;17;;;0;0,0;0,0;0,0;1,553;1,65;3,107;2,039
Rafael Borré;co COL;FW;River Plate;30-336;1995,0;5;2;253;2,8;0;0;0;0;0;0;0;0;0,0;4;1;25,0;1,42;0,36;0,0;0,0;;;;;;;;;;;;;;0;5;4;2;1;0;2;;;0;0,0;0,0;1,429;0,0;0,714;0,357;1,786
Rafael Profini;ar ARG;MF;Unión;22-342;2003,0;16;16;1322;14,7;1;5;6;1;0;0;1;0;0,41;11;3;27,3;0,75;0,2;0,09;0,33;;;;;;;;;;;;;;0;16;16;0;5;11;11;;;0;0,068;0,34;0,748;0,748;0,748;0,34;1,088
Ramiro Carrera;ar ARG;MFFW;Lanús;32-297;1993,0;19;15;1147;12,7;2;3;5;2;0;0;8;0;0,39;35;9;25,7;2,75;0,71;0,06;0,22;;;;;;;;;;;;;;0;18;18;5;19;6;12;;;0;0,157;0,236;2,756;0,472;0,945;1,496;1,417
Ramiro Funes Mori;ar ARG;DF;Estudiantes–LP;35-165;1991,0;6;5;445;4,9;0;0;0;0;0;0;1;0;0,0;1;0;0,0;0,2;0,0;0,0;;;;;;;;;;;;;;;0;4;3;0;1;8;4;;;0;0,0;0,0;0,204;1,633;0,816;0,204;0,816
Ramiro Gagliardi;ar ARG;FW;Defensa;20-002;2006,0;1;0;12;0,1;0;0;0;0;0;0;0;0;0,0;2;1;50,0;15,0;7,5;0,0;0,0;;;;;;;;;;;;;;0;0;1;0;0;0;0;;;0;0,0;0,0;20,0;0,0;0,0;0,0;0,0
Ramiro Hernandes;ar ARG;MF;Belgrano;21-278;2004,0;20;6;768;8,5;1;1;2;1;0;0;2;0;0,23;14;2;14,3;1,64;0,23;0,07;0,5;;;;;;;;;;;;;;0;11;7;0;15;6;11;;;0;0,118;0,118;1,647;0,706;1,294;1,765;1,294
Ramiro Macagno;ar ARG;GK;Ind. Rivadavia;29-152;1997,0;1;1;13;0,1;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;1,0;6,92;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Ramiro Paunero;ar ARG;DF;Atlé Tucumán;21-156;2005,0;2;1;69;0,8;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;0;0;3;1;0;;;0;0,0;0,0;0,0;1,25;0,0;3,75;0,0
Ramiro Ruiz;ar ARG;MFFW;Atlé Tucumán;26-149;2000,0;9;4;407;4,5;0;1;1;0;0;0;0;0;0,22;9;2;22,2;1,99;0,44;0,0;0,0;;;;;;;;;;;;;;0;5;3;9;5;2;1;;;0;0,0;0,222;2,0;0,444;0,222;1,111;1,111
Ramiro Tulián;ar ARG;MF;Belgrano;18-210;2008,0;5;0;60;0,7;1;0;1;1;0;0;0;0;1,5;4;2;50,0;6,0;3,0;0,25;0,5;;;;;;;;;;;;;;0;2;0;0;1;0;3;;;0;1,429;0,0;5,714;0,0;4,286;1,429;2,857
Ramón Arias;uy URU;DF;Tigre;34-021;1992,0;7;3;293;3,3;0;0;0;0;0;0;1;0;0,0;1;0;0,0;0,31;0,0;0,0;;;;;;;;;;;;;;;0;4;3;0;3;8;3;;;0;0,0;0,0;0,303;2,424;0,909;0,909;1,212
Ramón Ábila;ar ARG;FW;Estudiantes–RC;36-307;1989,0;8;1;196;2,2;0;0;0;0;0;0;2;0;0,0;2;1;50,0;0,92;0,46;0,0;0,0;;;;;;;;;;;;;;0;0;3;11;1;0;0;;;0;0,0;0,0;0,909;0,0;0,0;0,455;0,0
Raúl Lozano;ar ARG;DF;Estudiantes–RC;28-349;1997,0;8;5;447;5,0;0;1;1;0;0;0;0;0;0,2;4;0;0,0;0,81;0,0;0,0;;;;;;;;;;;;;;;0;9;4;0;21;6;8;;;0;0,0;0,2;0,8;1,2;1,6;4,2;1,8
Renzo Bacchia;uy URU;GK;Estudiantes–RC;27-206;1999,0;5;5;450;5,0;0;0;0;0;0;0;1;0;0,0;0;0;;0,0;0,0;;;9,0;1,8;22,0;13,0;59,1;0,0;1,0;4,0;1,0;20,0;1,0;0,0;1,0;0;1;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,2
Renzo Giampaoli;ar ARG;DF;Gimnasia–LP;26-222;2000,0;16;15;1309;14,5;0;0;0;0;0;0;4;0;0,0;8;1;12,5;0,55;0,07;0,0;0,0;;;;;;;;;;;;;;0;11;3;0;1;26;15;;;0;0,0;0,0;0,552;1,793;1,034;0,069;0,759
Renzo Orihuela;uy URU;DF;Sarmiento–J;25-135;2001,0;11;10;945;10,5;1;0;1;1;0;0;1;0;0,1;7;4;57,1;0,67;0,38;0,14;0,25;;;;;;;;;;;;;;0;14;12;0;5;17;7;;;0;0,095;0,0;0,667;1,619;0,667;0,476;1,333
Renzo Tesuri;ar ARG;MFFW;Atlé Tucumán;30-071;1996,0;20;20;1564;17,4;2;1;3;2;0;0;3;0;0,17;21;7;33,3;1,21;0,4;0,1;0,29;;;;;;;;;;;;;;0;10;22;0;23;7;15;;;0;0,115;0,057;1,207;0,402;0,862;1,322;0,575
Rick;br BRA;MFFW;Talleres–C;26-349;1999,0;18;13;1146;12,7;4;2;6;4;0;0;4;0;0,47;40;16;40,0;3,14;1,26;0,1;0,25;;;;;;;;;;;;;;0;16;16;6;48;7;11;;;0;0,315;0,157;3,15;0,551;0,866;3,78;1,26
Roberto Bochi;ar ARG;MF;Aldosivi;39-042;1987,0;10;9;672;7,5;0;0;0;0;0;0;3;0;0,0;3;0;0,0;0,4;0,0;0,0;;;;;;;;;;;;;;;0;11;1;0;2;11;15;;;0;0,0;0,0;0,4;1,467;2,0;0,267;1,467
Rodrigo Aliendro;ar ARG;MF;Vélez Sarsfield;35-182;1991,0;20;11;1076;12,0;1;0;1;1;0;0;1;0;0,08;15;5;33,3;1,25;0,42;0,07;0,2;;;;;;;;;;;;;;0;20;8;1;8;19;32;;;0;0,083;0,0;1,25;1,583;2,667;0,667;1,667
Rodrigo Atencio;ar ARG;MFFW;Ind. Rivadavia;24-048;2002,0;19;7;853;9,5;0;4;4;0;0;0;0;0;0,42;15;2;13,3;1,58;0,21;0,0;0,0;;;;;;;;;;;;;;0;9;11;1;33;1;4;;;0;0,0;0,421;1,579;0,105;0,421;3,474;0,947
